date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:02:38	45985/45985	---M-Z	200	added ('OK')	text/html	etag:%22b3a1-64e5d6ad-4f0a0fe01ff9a001;gz%22	https://validthemes.net/site-template/agrul/about-us.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/about-us.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:39	33197/33197	---M-Z	200	added ('OK')	text/html	etag:%2281ad-64e5d6ad-8727f06b146473ad;gz%22	https://validthemes.net/site-template/agrul/team.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/team.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:39	26030/26030	---M-Z	200	added ('OK')	text/html	etag:%2265ae-64e5d6ad-1e52fdf0906aec59;gz%22	https://validthemes.net/site-template/agrul/team-details.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/team-details.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:39	27025/27025	---M-Z	200	added ('OK')	text/html	etag:%226991-64e5d6ad-e2074d5afaecae6a;gz%22	https://validthemes.net/site-template/agrul/contact-us.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/contact-us.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:39	28876/28876	---M-Z	200	added ('OK')	text/html	etag:%2270cc-64e5d6ad-b132b4b1880ac3b5;gz%22	https://validthemes.net/site-template/agrul/faq.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/faq.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:40	22028/22028	---M-Z	200	added ('OK')	text/html	etag:%22560c-64e5d6ad-37b03a270a3318db;gz%22	https://validthemes.net/site-template/agrul/404.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/404.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:40	26309/26309	---M-Z	200	added ('OK')	text/html	etag:%2266c5-64e5d6ad-5c1bae45d0deaa01;gz%22	https://validthemes.net/site-template/agrul/project.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/project.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:40	27228/27228	---M-Z	200	added ('OK')	text/html	etag:%226a5c-64e5d6ad-8c0f8425c3eaae7f;gz%22	https://validthemes.net/site-template/agrul/project-details.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/project-details.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:41	41837/41837	---M-Z	200	added ('OK')	text/html	etag:%22a36d-64e5d6ad-3fe2d5d771ec3dbd;gz%22	https://validthemes.net/site-template/agrul/services.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/services.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:41	46078/46078	---M-Z	200	added ('OK')	text/html	etag:%22b3fe-64e5d6ad-51bd7f445fd96195;gz%22	https://validthemes.net/site-template/agrul/services-2.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/services-2.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:41	38074/38074	---M-Z	200	added ('OK')	text/html	etag:%2294ba-64e5d6ad-b21032b9649b1d31;gz%22	https://validthemes.net/site-template/agrul/services-details.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/services-details.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:42	27476/27476	---M-Z	200	added ('OK')	text/html	etag:%226b54-64e5d6ad-751951375aee6802;gz%22	https://validthemes.net/site-template/agrul/blog-standard.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/blog-standard.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:42	38830/38830	---M-Z	200	added ('OK')	text/html	etag:%2297ae-64e5d6ad-fbe2ca841cacc014;gz%22	https://validthemes.net/site-template/agrul/blog-with-sidebar.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/blog-with-sidebar.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:42	27895/27895	---M-Z	200	added ('OK')	text/html	etag:%226cf7-64e5d6ad-bf4a07a73a085cc5;gz%22	https://validthemes.net/site-template/agrul/blog-2-colum.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/blog-2-colum.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:43	30595/30595	---M-Z	200	added ('OK')	text/html	etag:%227783-64e5d6ad-86507478498a0dba;gz%22	https://validthemes.net/site-template/agrul/blog-3-colum.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/blog-3-colum.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:43	34239/34239	---M-Z	200	added ('OK')	text/html	etag:%2285bf-64e5d6ad-88676c6b6e9f937c;gz%22	https://validthemes.net/site-template/agrul/blog-single.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/blog-single.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:43	44909/44909	---M-Z	200	added ('OK')	text/html	etag:%22af6d-64e5d6ad-5f3819582630a75d;gz%22	https://validthemes.net/site-template/agrul/blog-single-with-sidebar.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/blog-single-with-sidebar.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:44	61290/61290	---M-Z	200	added ('OK')	text/html	etag:%22ef6a-64e5d6ad-efcc90027fd5abd2;gz%22	https://validthemes.net/site-template/agrul/shop.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/shop.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:44	61931/61931	---M-Z	200	added ('OK')	text/html	etag:%22f1eb-64e5d6ad-92e97714f0a712e0;gz%22	https://validthemes.net/site-template/agrul/shop-single.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/shop-single.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:44	58110/58110	---M-Z	200	added ('OK')	text/html	etag:%22e2fe-64e5d6ad-63e69f4f99b69eb7;gz%22	https://validthemes.net/site-template/agrul/shop-single-thumb-only.html	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/shop-single-thumb-only.html	(from https://validthemes.net/site-template/agrul/index.html)
23:02:46	44985/44985	---M--	200	added ('OK')	image/png	etag:%22afb9-64e5d6ad-938231a482d43223;;;%22	https://validthemes.net/site-template/agrul/assets/img/shape/leaf.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/shape/leaf.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:47	231686/231686	---M--	200	added ('OK')	image/jpeg	etag:%2238906-64e5d6ad-7fe49e995fc2f445;;;%22	https://validthemes.net/site-template/agrul/assets/img/banner/17.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/banner/17.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:47	5492/5492	---M-Z	200	added ('OK')	image/svg+xml	etag:%221574-64e5d6ad-72fb2a7899c23909;gz%22	https://validthemes.net/site-template/agrul/assets/img/icon/1.svg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/icon/1.svg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:47	83115/83115	---M--	200	added ('OK')	image/jpeg	etag:%22144ab-64e5d6ad-109160c1e4704584;;;%22	https://validthemes.net/site-template/agrul/assets/img/about/1.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/about/1.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:47	96614/96614	---M--	200	added ('OK')	image/jpeg	etag:%2217966-64e5d6ad-e839ae6e3495e6c9;;;%22	https://validthemes.net/site-template/agrul/assets/img/about/5.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/about/5.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:48	173674/173674	---M--	200	added ('OK')	image/jpeg	etag:%222a66a-64e5d6ad-c723b3384ad64b8a;;;%22	https://validthemes.net/site-template/agrul/assets/img/banner/2.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/banner/2.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:48	4711/4711	---M-Z	200	added ('OK')	image/svg+xml	etag:%221267-64e5d6ad-d0c464e205686210;gz%22	https://validthemes.net/site-template/agrul/assets/img/icon/2.svg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/icon/2.svg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:48	56123/56123	---M--	200	added ('OK')	image/png	etag:%22db3b-64e5d6ad-113dd4e89ec3d058;;;%22	https://validthemes.net/site-template/agrul/assets/img/shape/18.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/shape/18.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:49	138346/138346	---M--	200	added ('OK')	image/png	etag:%2221c6a-64e5d6ad-f0ebf492ac378f96;;;%22	https://validthemes.net/site-template/agrul/assets/img/thumb/3.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/thumb/3.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:50	118302/118302	---M--	200	added ('OK')	image/png	etag:%221ce1e-64e5d6ad-5b21f961dac23318;;;%22	https://validthemes.net/site-template/agrul/assets/img/thumb/2.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/thumb/2.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:50	160821/160821	---M--	200	added ('OK')	image/png	etag:%2227435-64e5d6ad-d8aa967fc29b2b14;;;%22	https://validthemes.net/site-template/agrul/assets/img/thumb/1.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/thumb/1.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:50	27450/27450	---M--	200	added ('OK')	image/png	etag:%226b3a-64e5d6ad-2915920e0cc74973;;;%22	https://validthemes.net/site-template/agrul/assets/img/shape/21.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/shape/21.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:50	3858/3858	---M--	200	added ('OK')	image/png	etag:%22f12-64e5d6ad-870679f036a948e0;;;%22	https://validthemes.net/site-template/agrul/assets/img/icon/1.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/icon/1.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:51	3458/3458	---M--	200	added ('OK')	image/png	etag:%22d82-64e5d6ad-52b002b0f0ca1ef3;;;%22	https://validthemes.net/site-template/agrul/assets/img/icon/2.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/icon/2.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:51	201375/201375	---M--	200	added ('OK')	image/png	etag:%223129f-64e5d6ad-62d5570772bfe9bb;;;%22	https://validthemes.net/site-template/agrul/assets/img/thumb/6.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/thumb/6.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:51	209957/209957	---M--	200	added ('OK')	image/png	etag:%2233425-64e5d6ad-10551ff8a8550050;;;%22	https://validthemes.net/site-template/agrul/assets/img/thumb/4.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/thumb/4.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:51	3357/3357	---M--	200	added ('OK')	image/png	etag:%22d1d-64e5d6ad-ec8afb221b85c5ae;;;%22	https://validthemes.net/site-template/agrul/assets/img/icon/3.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/icon/3.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:51	2544/2544	---M--	200	added ('OK')	image/png	etag:%229f0-64e5d6ad-df4237f37f2707cf;;;%22	https://validthemes.net/site-template/agrul/assets/img/icon/4.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/icon/4.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:52	3213/3213	---M--	200	added ('OK')	image/png	etag:%22c8d-64e5d6ad-8ce5613eae0a51fd;;;%22	https://validthemes.net/site-template/agrul/assets/img/icon/5.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/icon/5.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:52	2439/2439	---M--	200	added ('OK')	image/png	etag:%22987-64e5d6ad-cb7fff5f9687fa41;;;%22	https://validthemes.net/site-template/agrul/assets/img/icon/6.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/icon/6.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:52	230387/230387	---M--	200	added ('OK')	image/jpeg	etag:%22383f3-64e5d6ad-8f34cc667aca696c;;;%22	https://validthemes.net/site-template/agrul/assets/img/banner/3.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/banner/3.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:52	19126/19126	---M--	200	added ('OK')	image/png	etag:%224ab6-64e5d6ad-7eac6d54167468cc;;;%22	https://validthemes.net/site-template/agrul/assets/img/shape/23.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/shape/23.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:53	48354/48354	---M--	200	added ('OK')	image/jpeg	etag:%22bce2-64e5d6ad-7a57a836c3b55019;;;%22	https://validthemes.net/site-template/agrul/assets/img/farmers/1.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/farmers/1.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:53	31573/31573	---M--	200	added ('OK')	image/jpeg	etag:%227b55-64e5d6ad-3b75e232f0715082;;;%22	https://validthemes.net/site-template/agrul/assets/img/farmers/4.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/farmers/4.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:53	120697/120697	---M--	200	added ('OK')	image/png	etag:%221d779-64e5d6ad-b3e4991891046951;;;%22	https://validthemes.net/site-template/agrul/assets/img/shape/22.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/shape/22.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:53	46086/46086	---M--	200	added ('OK')	image/jpeg	etag:%22b406-64e5d6ad-8fdd8897cb492ded;;;%22	https://validthemes.net/site-template/agrul/assets/img/farmers/3.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/farmers/3.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:54	82961/82961	---M--	200	added ('OK')	image/jpeg	etag:%2214411-64e5d6ad-d8c9f3d7403d92f2;;;%22	https://validthemes.net/site-template/agrul/assets/img/farmers/2.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/farmers/2.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:54	60080/60080	---M--	200	added ('OK')	image/jpeg	etag:%22eab0-64e5d6ad-c74766e21c5258b7;;;%22	https://validthemes.net/site-template/agrul/assets/img/gallery/7.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/gallery/7.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:54	70500/70500	---M--	200	added ('OK')	image/jpeg	etag:%2211364-64e5d6ad-a41c1d1927cd3c47;;;%22	https://validthemes.net/site-template/agrul/assets/img/gallery/2.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/gallery/2.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:54	49414/49414	---M--	200	added ('OK')	image/jpeg	etag:%22c106-64e5d6ad-331f8ecf312db54c;;;%22	https://validthemes.net/site-template/agrul/assets/img/gallery/5.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/gallery/5.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:55	110909/110909	---M--	200	added ('OK')	image/jpeg	etag:%221b13d-64e5d6ad-bb482e7ca2b1cdec;;;%22	https://validthemes.net/site-template/agrul/assets/img/gallery/3.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/gallery/3.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:55	55138/55138	---M--	200	added ('OK')	image/jpeg	etag:%22d762-64e5d6ad-4e1912a2d501cd44;;;%22	https://validthemes.net/site-template/agrul/assets/img/gallery/10.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/gallery/10.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:55	93473/93473	---M--	200	added ('OK')	image/png	etag:%2216d21-64e5d6ad-a06084b58b744cdc;;;%22	https://validthemes.net/site-template/agrul/assets/img/shape/27.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/shape/27.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:55	38406/38406	---M--	200	added ('OK')	image/png	etag:%229606-64e5d6ad-ccf1ef246425affe;;;%22	https://validthemes.net/site-template/agrul/assets/img/shape/26.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/shape/26.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:56	53982/53982	---M--	200	added ('OK')	image/jpeg	etag:%22d2de-64e5d6ad-cbd337faf66ad0ed;;;%22	https://validthemes.net/site-template/agrul/assets/img/blog/v2.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/blog/v2.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:56	151783/151783	---M--	200	added ('OK')	image/png	etag:%22250e7-64e5d6ad-b93097e59788b067;;;%22	https://validthemes.net/site-template/agrul/assets/img/shape/28.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/shape/28.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:56	227937/227937	---M--	200	added ('OK')	image/jpeg	etag:%2237a61-64e5d6ad-4539eeea993322b0;;;%22	https://validthemes.net/site-template/agrul/assets/img/blog/v1.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/blog/v1.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:57	6086/6086	---M--	200	added ('OK')	image/png	etag:%2217c6-64e5d6ad-56f8f142f6f7f955;;;%22	https://validthemes.net/site-template/agrul/assets/img/shape/brush-down.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/shape/brush-down.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:57	12848/12848	---M--	200	added ('OK')	image/png	etag:%223230-64e5d6ad-349a734a8854cb2c;;;%22	https://validthemes.net/site-template/agrul/assets/img/logo-light.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/logo-light.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:57	19219/19219	---M--	200	added ('OK')	image/jpeg	etag:%224b13-64e5d6ad-d15ecb5ddf3b3c39;;;%22	https://validthemes.net/site-template/agrul/assets/img/thumbs/3.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/thumbs/3.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:58	84441/84441	---M--	200	added ('OK')	image/jpeg	etag:%22149d9-64e5d6ad-71061777dc8d3db;;;%22	https://validthemes.net/site-template/agrul/assets/img/blog/v3.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/blog/v3.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:58	16066/16066	---M--	200	added ('OK')	image/jpeg	etag:%223ec2-64e5d6ad-34625b75060f4267;;;%22	https://validthemes.net/site-template/agrul/assets/img/thumbs/5.jpg	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/thumbs/5.jpg	(from https://validthemes.net/site-template/agrul/index.html)
23:02:58	85487/85487	---M--	200	added ('OK')	image/png	etag:%2214def-64e5d6ad-7117a9506e1065b5;;;%22	https://validthemes.net/site-template/agrul/assets/img/shape/10.png	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/img/shape/10.png	(from https://validthemes.net/site-template/agrul/index.html)
23:02:58	89500/89500	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9c-64e5d6ad-2251a91435bc0996;gz%22	https://validthemes.net/site-template/agrul/assets/js/jquery-3.6.0.min.js	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/js/jquery-3.6.0.min.js	(from https://validthemes.net/site-template/agrul/index.html)
23:02:59	78129/78129	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213131-64e5d6ad-1aabd8efebfbbee8;gz%22	https://validthemes.net/site-template/agrul/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/kurFruit/validthemes.net/site-template/agrul/assets/js/bootstrap.bundle.min.js	(from https://validthemes.net/site-template/agrul/index.html)
